priority,restaurant_name,restaurant_slug,chef_name,city,source_type,source_title,source_url,source_trust_score,season_label,course_position,dish_public_title,dish_public_subtitle,observed_ingredients,observed_techniques,observed_sensory_words,temperature_band,inferred_taste_sweet,inferred_taste_sour,inferred_taste_bitter,inferred_taste_salty,inferred_taste_umami,inferred_taste_fat,inferred_brightness,inferred_heaviness,inferred_clean_finish,inferred_linger,inferred_smoke,inferred_aroma_intensity,inferred_texture_richness,inferred_thermal_impact,inference_confidence,rationale,uncertainty_notes
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,Mingles Dinner Menu 2026-01-08 (user-provided image),user-provided-image,0.98,2026-01-08 dinner,component,해삼,밍글링 팟 구성: 해삼,해삼,light poaching or broth service,marine chew|mineral savoriness|clean saline note,hot,0.02,0.04,0.02,0.18,0.50,0.06,0.28,0.08,0.58,0.22,0.00,0.20,0.36,0.20,0.62,Sea cucumber in a broth-forward course usually contributes mineral marine savoriness and textural contrast more than overt fat or sweetness.,Preparation style is not public|texture intensity depends on cut and cooking time
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,Mingles Dinner Menu 2026-01-08 (user-provided image),user-provided-image,0.98,2026-01-08 dinner,component,새우전,밍글링 팟 구성: 새우전,새우전,jeon|pan-frying,shrimp umami|light fried aroma|savory richness,hot,0.04,0.04,0.02,0.16,0.62,0.18,0.18,0.22,0.42,0.30,0.04,0.28,0.30,0.26,0.66,A shrimp jeon component likely adds a slightly richer savory note and a mild pan-fried aroma compared with the other broth elements.,Batter thickness and oil level are not visible|the degree of crispness in broth service is inferred
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,fish,제철 생선구이,"쌀 튀밥, 생선 보푸라기 죽, 캐비아 어란","제철 생선구이|쌀 튀밥|생선 보푸라기 죽|캐비아|어란","grilling|porridge accompaniment","toasted grain note|marine salinity|soft savory finish",hot,0.04,0.08,0.04,0.34,0.78,0.20,0.24,0.30,0.34,0.58,0.08,0.42,0.46,0.54,0.86,"Grilled seasonal fish with puffed rice, fish porridge, caviar, and bottarga suggests a savory marine profile with moderate salinity and warm lingering texture from the porridge element.","Fish species is not specified|smoke depends on grill intensity not visible in the image"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,main,찹쌀밥,"벚꽃 새우, 서해안 대하구이, 막걸리 비스큐 소스","찹쌀밥|벚꽃 새우|서해안 대하구이|막걸리 비스큐","grilling|bisque sauce","sweet shellfish richness|grainy body|fermented sauce depth",hot,0.12,0.10,0.02,0.22,0.82,0.36,0.22,0.42,0.26,0.64,0.06,0.46,0.52,0.56,0.88,"Glutinous rice with sakura shrimp, grilled prawns, and makgeolli bisque implies shellfish umami, moderate richness, and a long creamy-fermented finish.","Makgeolli bisque acidity and sweetness are inferred|shellfish intensity depends on sauce concentration"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,snack,딸기 장아찌,"Strawberry pickle","딸기","pickling","acidic reset|fruity brightness",cold,0.26,0.48,0.02,0.04,0.06,0.02,0.74,0.06,0.70,0.12,0.00,0.22,0.12,0.06,0.66,"Strawberry pickle reads as a palate-reset bite with high brightness and acidity, low heaviness, and short linger.","Pickling sugar ratio is unknown|spice or herb support is not visible on the menu"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,snack,들깨 무만두,"Perilla and radish mandu","들깨|무만두","dumpling","nutty softness|gentle savory body",warm,0.06,0.06,0.02,0.10,0.34,0.18,0.18,0.22,0.52,0.24,0.00,0.20,0.34,0.18,0.60,"Perilla and radish dumpling suggests a softer, nuttier savory interlude with relatively clean finish and low intensity compared with main courses.","Filling composition and broth or sauce support are not shown|fat and umami values are conservative inference"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,snack,인삼 치킨 꼬치,"Ginseng chicken skewer","인삼|치킨","skewer","aromatic savory bite|light medicinal lift",warm,0.04,0.04,0.04,0.10,0.38,0.16,0.16,0.20,0.50,0.24,0.00,0.36,0.26,0.20,0.64,"A ginseng chicken skewer implies a compact savory bite with aromatic lift from ginseng and moderate umami from chicken.","Seasoning and glaze are not shown|ginseng bitterness may vary depending on preparation"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,main,한우구이,"전복 한우 순대, 마, 맑은 비프 쥬, 산초 장아찌, 엔다이브 김치","한우구이|전복 한우 순대|마|맑은 비프 쥬|산초 장아찌|엔다이브 김치","grilling|clear jus","dense beef umami|fatty core|pickled relief",hot,0.06,0.18,0.04,0.20,0.90,0.52,0.34,0.62,0.28,0.74,0.10,0.48,0.58,0.60,0.92,"Beef, abalone-Hanwoo sundae, and clear beef jus imply the menu's heaviest umami and fat core, while sancho pickle and endive kimchi likely provide acidity and bitter relief.","Exact beef cut, jus reduction, and kimchi intensity are not specified|yam contributes texture but not a clear taste signal from the menu alone"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,dessert,스윗 비빔밥,"찹쌀밥 푸딩, 인삼 아이스크림, 밍글스 간장, 뿌리채소","찹쌀밥 푸딩|인삼 아이스크림|밍글스 간장|뿌리채소","dessert reinterpretation","sweet-savory contrast|earthy aroma|layered dessert finish",cool,0.58,0.08,0.06,0.10,0.22,0.18,0.18,0.24,0.42,0.38,0.00,0.38,0.32,0.20,0.86,"Sticky-rice pudding, ginseng ice cream, ganjang, and root vegetables indicate a sweet-savory dessert with earthy aromatics and moderate lingering finish.","Exact sweetness level and ganjang salinity are not shown|ginseng bitterness is inferred and may vary"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,dessert,아이스 호떡,"밤꿀 아이스크림, 생강청에 절인 브리오슈와 떡, 시나몬 튀일","밤꿀 아이스크림|생강청|브리오슈|떡|시나몬 튀일","frozen dessert|pickled ginger syrup","honeyed sweetness|warm spice aroma|soft-rich dessert",cold,0.74,0.12,0.06,0.04,0.08,0.24,0.24,0.30,0.34,0.46,0.00,0.44,0.36,0.18,0.82,"Chestnut honey ice cream, ginger preserve, brioche, rice cake, and cinnamon tuile suggest a sweeter warm-spiced dessert with moderate richness and aromatic lift.","This dessert is one of two options, so guest exposure is conditional|acidity depends on ginger preserve intensity"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,dessert,장 트리오,"된장 크림브륄레, 간장 피칸, 고추장 휘낭, 바닐라와 위스키","된장 크림브륄레|간장 피칸|고추장 휘낭|바닐라|위스키","dessert reinterpretation|baking","fermented savory depth|sweet finish|boozy aroma",cool,0.52,0.04,0.06,0.14,0.36,0.22,0.14,0.22,0.40,0.42,0.00,0.52,0.34,0.18,0.90,"This is the clearest dessert built around Korean ferments on the menu, with doenjang, ganjang, and gochujang explicitly listed alongside vanilla and whisky, implying sweet-savory depth and aromatic complexity.","Guest chooses either this or Ice Hotteok|exact sweetness and alcohol intensity are not visible from the menu image"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,petitFour,아름다운 우리 다과,"Petit four selection","다과","petit four service","light finishing sweetness|varied texture",room,0.44,0.04,0.02,0.04,0.08,0.10,0.18,0.12,0.38,0.18,0.00,0.20,0.26,0.10,0.42,"The menu indicates a Korean petit four finale, which usually functions as a lighter closing sweet bite with limited intensity compared with plated desserts.","Specific components are not listed, so most of this row remains low-confidence inference"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,beverage,커피,"Coffee","커피","beverage service","bitter closing beverage|roasted aroma",hot,0.02,0.06,0.32,0.02,0.02,0.02,0.08,0.06,0.44,0.18,0.06,0.28,0.10,0.34,0.36,"Coffee is a distinct closing beverage with higher bitterness and roasted aroma than tea, so it should be modeled separately when a guest selects it.","Coffee origin, roast, and service style are unknown"
P1,Mingles,mingles-seoul,Mingoo Kang,Seoul,menu,"Mingles Dinner Menu 2026-01-08 (user-provided image)",user-provided-image,0.98,2026-01-08 dinner,beverage,차,"Tea","차","beverage service","gentle closing infusion",hot,0.02,0.04,0.08,0.02,0.02,0.02,0.14,0.02,0.56,0.10,0.00,0.16,0.08,0.28,0.28,"Tea functions as a gentler closing beverage with cleaner finish and lower bitterness than coffee, so it should be represented as its own beverage entity.","Tea type is not specified|brightness and bitterness vary widely by actual selection"
